SongNumber,Title,ArtistName,SearchStr,market
74427,Where The Mountains Meet The Sky,Gustavo Santaolalla feat. Hubert von Goisern,where the mountains meet the sky gustavo santaolalla feat. hubert von goisern,us
613239,The Afterguide,Mechanical Poet,the afterguide mechanical poet,us
418421,Nasty Girl,Inaya Day,nasty girl inaya day,us
334930,World Receiver,Autopilot,world receiver autopilot,us
420063,Besos,Rosana,besos rosana,us
78443,Walking On Broken Glass,Annie Lennox,walking on broken glass annie lennox,us
27427,June Bug,DJ Garon,june bug dj garon,us
102876,The Glenorchy Bunyip,Augie March,the glenorchy bunyip augie march,us
782918,Jumke,Sukshinder Shinda,jumke sukshinder shinda,us
768196,Rah Ellak Keef,Nancy Ajram,rah ellak keef nancy ajram,us
990157,Black Rose (Album Version),Red Flag,black rose (album version) red flag,us
642720,Is There Anyone (Interlude),Orange Blue,is there anyone (interlude) orange blue,us
789603,The Animals Were Gone,Damien Rice,the animals were gone damien rice,us
674688,Arbor Day (LP Version),10_000 Maniacs,arbor day (lp version) 10_000 maniacs,us
238332,They Can't See Your Good Side,Syl Johnson,they can't see your good side syl johnson,us
421998,Sounds Of Brazil,Bob Baldwin,sounds of brazil bob baldwin,us
912658,Crazy Beat,Montefiori Cocktail,crazy beat montefiori cocktail,us
815880,Room Service,Brick & Lace,room service brick & lace,us
970086,Dieses Jahr,Tocotronic,dieses jahr tocotronic,us
339238,Antiamerikansk dans,Promoe,antiamerikansk dans promoe,us
755667,Heads Or Tails? Real Or Not,Emarosa,heads or tails? real or not emarosa,us
880743,I've Got Mine,Articles Of Faith,i've got mine articles of faith,us
300514,Saucers on Sunset,Zolar X,saucers on sunset zolar x,fr
260970,Too Much Ain't Enough (Album Version),Tom Petty And The Heartbreakers,too much ain't enough (album version) tom petty and the heartbreakers,us
390276,Conscience Clean-Up,Friction,conscience clean-up friction,us
865505,I'm Healing (Album Version),Chalee Tennison,i'm healing (album version) chalee tennison,us
950796,Mazurka in F-sharp minor_ Op. 6_ No. 1,Béla Fleck,mazurka in f-sharp minor_ op. 6_ no. 1 béla fleck,us
486506,Dobs Dixie,Werner Müller,dobs dixie werner müller,us
539183,Summer Time,The Never,summer time the never,us
844760,Caldonia's Party,Smiley Lewis,caldonia's party smiley lewis,us
898169,If You Knew Her As I Know Her,The Mendoza Line,if you knew her as i know her the mendoza line,us
758925,No Money Pokai,Poe,no money pokai poe,us
450822,Let Myself Go,The Kingbees,let myself go the kingbees,us
469974,491,The Peepshows,491 the peepshows,us
825114,Mis Sueños feat Norma Castro,Mario Garcia,mis sueños feat norma castro mario garcia,es
558697,Ramji in club,Sukhwinder Singh;Raghuveer Yadav;Shweta Pandit,ramji in club sukhwinder singh;raghuveer yadav;shweta pandit,us
920307,Shen Wai Wu,Edmond Leung,shen wai wu edmond leung,us
481443,Stiletto Heels,David Benoit / Russ Freeman,stiletto heels david benoit / russ freeman,us
700154,35th And Dearborn (Take 1),Jimmy Yancey,35th and dearborn (take 1) jimmy yancey,us
71647,Cigarette,Splodgenessabounds,cigarette splodgenessabounds,us
250808,Timing,Cobra Skulls,timing cobra skulls,us
78346,Sailor Man,Edie Adams,sailor man edie adams,us
299717,Dear Song Singer ( bonus track),Crazy Horse,dear song singer ( bonus track) crazy horse,us
887025,Yo Quiero Ver,Orquesta Broadway,yo quiero ver orquesta broadway,es
78620,Between Christian Rock And A Hard Place,Good Clean Fun,between christian rock and a hard place good clean fun,us
89424,Beware of the groove,Paddy Milner,beware of the groove paddy milner,us
955222,Pollen Pathway,Carlos Nakai,pollen pathway carlos nakai,us
900825,I Think Of You,The Merseybeats,i think of you the merseybeats,us
759181,Regret,Tantric,regret tantric,us
521886,Take My Word (LP Version),The Bobby Fuller Four,take my word (lp version) the bobby fuller four,us
255910,Persona [Featuring Josh Haden],Blue Man Group,persona [featuring josh haden] blue man group,us
960383,Marionette (Digitally Remastered),Lennie Tristano,marionette (digitally remastered) lennie tristano,it
705296,Mother You Say You Don't Like The Black Colors,Byther Smith,mother you say you don't like the black colors byther smith,us
273445,"I'll Be Seeing You (from The Royal Palm Revue"")""",Mario Lanza;Ray Sinatra,"i'll be seeing you (from the royal palm revue"")"" mario lanza;ray sinatra",us
261479,Lawyer Clark Blues,Sleepy John Estes,lawyer clark blues sleepy john estes,us
137882,Jesus,Voice Of The Beehive,jesus voice of the beehive,us
997648,Olvidar,Rey Gordiflón,olvidar rey gordiflón,es
582371,Lips Of An Angel,Hinder,lips of an angel hinder,us
260576,Keep On Movin' (Album Version),Deodato,keep on movin' (album version) deodato,nl
285916,3. La Campanella,Jorge Bolet,3. la campanella jorge bolet,it
155026,The Northern Jetstream,The Ocean Blue,the northern jetstream the ocean blue,us
327442,Mur Vatneyia (Home & Away),Bally Jagpal,mur vatneyia (home & away) bally jagpal,us
332685,Aldrig,Sara Löfgren,aldrig sara löfgren,us
524108,Jivin Boogie,Sunnyland Slim,jivin boogie sunnyland slim,us
38950,Cherry Hill Park,Billy Joe Royal,cherry hill park billy joe royal,us
229506,When Mama Cried (Album Version),Daron Norwood,when mama cried (album version) daron norwood,us
417474,Rejoice In The Lord,Trevor Morgan & Mark Hall,rejoice in the lord trevor morgan & mark hall,us
50230,Do You Want To Be Buried With My People?,Scout Niblett,do you want to be buried with my people? scout niblett,us
660416,Jea_ El Santísmo,Marcelo,jea_ el santísmo marcelo,es
950549,Rocks and Trees,Arrogant Worms,rocks and trees arrogant worms,us
406065,You Might Be Correct,Andrew Jackson Jihad,you might be correct andrew jackson jihad,us
62250,Wine Pon Time,Chico,wine pon time chico,us
665847,...É Isso,CPM22,...é isso cpm22,pt
76845,Tweezers,Fudge Tunnel,tweezers fudge tunnel,nl
55624,The Third From The Left On The Top Row (2003 Digital Remaster),2 Belgen,the third from the left on the top row (2003 digital remaster) 2 belgen,us
487036,Wassa,Ali Kuru,wassa ali kuru,us
405575,Lär mig om,Laleh,lär mig om laleh,us
26352,The Life You Save May Be Your Own,The Pilgrim Travellers,the life you save may be your own the pilgrim travellers,us
391898,Mad Summer,Joe Hisaishi,mad summer joe hisaishi,us
234862,Con Tranquilidad,Orquesta Aragon,con tranquilidad orquesta aragon,es
339947,6 Million Ways To Die,Turbulence,6 million ways to die turbulence,us
988098,Ohayo Mtn Road,Retsin,ohayo mtn road retsin,us
82370,Feeling Hot,Coverdale Page,feeling hot coverdale page,nl
431775,Ultra Maximizer Of Agony,Sadistik Exekution,ultra maximizer of agony sadistik exekution,us
890882,New York,Davy Vain,new york davy vain,us
155206,Willy Jones,Susan Raye,willy jones susan raye,us
310105,Vuelve Junto A Mi,Los Chichos,vuelve junto a mi los chichos,es
316304,U + Ur Hand,P!nk,u + ur hand p!nk,us
314891,Real Latinas (Explicit),La Mala Rodriguez_ Orquidea Negra_ Camil_ La Bruja_ Ari Puello,real latinas (explicit) la mala rodriguez_ orquidea negra_ camil_ la bruja_ ari puello,es
372753,Paz Na Cama,Leandro and Leonardo,paz na cama leandro and leonardo,es
758485,Chiquita,Los Del Sol,chiquita los del sol,es
582967,Calamidub,Blasted Mechanism,calamidub blasted mechanism,us
976787,Love To Love (Live In Hammersmith 'BBC In Concert'),UFO,love to love (live in hammersmith 'bbc in concert') ufo,us
5044,Hibiscus,Christian McBride,hibiscus christian mcbride,us
51359,The Crazy Daisy,Anita Ellis_ David Amran,the crazy daisy anita ellis_ david amran,us
238895,Sermonette,Anita Kerr,sermonette anita kerr,us
448387,Desert Bus Ride,Gustavo Santaolalla,desert bus ride gustavo santaolalla,us
543903,Racer X,Slow Roosevelt,racer x slow roosevelt,us
166674,Try  (LP Version),Crabby Appleton,try  (lp version) crabby appleton,us
501082,Function,Max Cavalerra,function max cavalerra,fr
129347,Cantina,Marco Ferradini,cantina marco ferradini,it
479528,Thoughts Pay No Toll,No Name,thoughts pay no toll no name,us
732001,Waiting,Shakespears Sister,waiting shakespears sister,us
546234,Mist On The Bog: Brunden Laws; Siege Of Ennis,The Glencastle Sound,mist on the bog: brunden laws; siege of ennis the glencastle sound,us
359832,Headline News,Ernest Ranglin / Floyd Lloyd,headline news ernest ranglin / floyd lloyd,us
947860,Puppets,Hugh Cornwell/Robert Williams,puppets hugh cornwell/robert williams,us
248716,Ave Maria,U2,ave maria u2,us
781444,Girl,Kid Creole And The Coconuts,girl kid creole and the coconuts,us
128867,Neck Straight,Yukmouth & Killa Klump,neck straight yukmouth & killa klump,us
471878,The Night They Drove Old Dixie Down (Live) (2001 Digital Remaster),The Band,the night they drove old dixie down (live) (2001 digital remaster) the band,us
187856,Not One Minute More,The Isley Brothers,not one minute more the isley brothers,us
409245,Yakub Beg,Rheinallt H. Rowlands,yakub beg rheinallt h. rowlands,us
230944,Vad kärlek är,Kellys,vad kärlek är kellys,us
519183,Lo Se,Emmanuel Horvilleur,lo se emmanuel horvilleur,fr
446475,Oshima Cassette [wäldchengarten rmx],Ike Yard,oshima cassette [wäldchengarten rmx] ike yard,us
732931,Movie Ruiners / the Unholy Trilogy,Brian Posehn,movie ruiners / the unholy trilogy brian posehn,us
484564,Let Me See You Bounce - Radio Mix (End With Chorus),Biz Markie feat. Elephant Man,let me see you bounce - radio mix (end with chorus) biz markie feat. elephant man,us
187058,Tra mie e Tie,Working Vibes,tra mie e tie working vibes,us
925919,El secreto,Roser,el secreto roser,es
212899,God Is In Control (Beyond A Dream Album Version),Twila Paris,god is in control (beyond a dream album version) twila paris,us
572608,With All My Heart,Phil Stacey,with all my heart phil stacey,us
960894,Daughter,Pearl Jam,daughter pearl jam,us
984290,O Come O Come Emmanuel (Green) (S. Green),Steve Green,o come o come emmanuel (green) (s. green) steve green,nl
98734,Futures Gold,The Late Greats,futures gold the late greats,us
978182,The Blonde Lead The Blind (Album Version),Streetlight Manifesto,the blonde lead the blind (album version) streetlight manifesto,us
474897,Its On,Tony Yayo,its on tony yayo,us
420903,Ruff Radio (Skit),DMX,ruff radio (skit) dmx,us
740053,Proof (Album Version),I Am Kloot,proof (album version) i am kloot,us
804542,Johnny_ mua muistathan,Kari Tapio,johnny_ mua muistathan kari tapio,us
737355,Volcanos,Ryan Sutter,volcanos ryan sutter,it
397049,Spoonful,Howlin Wolf,spoonful howlin wolf,us
25797,Wind Through The Trees,Ed Harcourt,wind through the trees ed harcourt,us
820157,Monster,Steppenwolf,monster steppenwolf,nl
737316,Private Number,The Jets,private number the jets,us
46396,How About That,Adam Faith,how about that adam faith,us
355639,When the Water Rises,The Diableros,when the water rises the diableros,us
251269,Danny Boy,Patti Labelle & The Bluebelles,danny boy patti labelle & the bluebelles,us
319284,Seaweed,Saul Williams,seaweed saul williams,us
116941,IV. Akt_ 09.11.1918,Ammer Einheit,iv. akt_ 09.11.1918 ammer einheit,us
366315,Heart (Things Never Shared) (Album Version),Doug Martsch,heart (things never shared) (album version) doug martsch,us
338175,Galway Bay,Josef Locke,galway bay josef locke,us
955188,Ein Elefant Für Dich,Wir Sind Helden,ein elefant für dich wir sind helden,us
962372,Lord 25 feat Xololanxinxo and Zen,2Mex,lord 25 feat xololanxinxo and zen 2mex,us
639991,Bang,Rye Rye / M.I.A.,bang rye rye / m.i.a.,us
988487,Perdido,Duke Ellington,perdido duke ellington,us
942452,John's Guitar Boogie,John Jackson,john's guitar boogie john jackson,us
901531,One O'Clock Jump,Cab Calloway & His Orchestra,one o'clock jump cab calloway & his orchestra,us
399003,Pisando Tierra,Macaco,pisando tierra macaco,es
574252,Only Wanna Be With You,Chris Christian,only wanna be with you chris christian,us
763201,Miracles (LP Version),George Huff,miracles (lp version) george huff,fr
909756,Deja-Vu And The Sins Of Science,Tears For Fears,deja-vu and the sins of science tears for fears,us
443653,Cho ie (Original mix),Es_Ha,cho ie (original mix) es_ha,us
733500,Every Minute,Vargo,every minute vargo,us
972052,You Are Everything (Low Key-Premiere Performance Plus w/o Background Vocals),Matthew West,you are everything (low key-premiere performance plus w/o background vocals) matthew west,us
702741,Grease It Up and Go! (Album),The Dry County Crooks,grease it up and go! (album) the dry county crooks,us
881438,Om Natten I Ditt Kylskåp,Erik Petersen,om natten i ditt kylskåp erik petersen,us
897637,"Interview With Joe Guitar"" Hughes (Bonus Track)""","Joe Guitar"" Hughes""","interview with joe guitar"" hughes (bonus track)"" joe guitar"" hughes""",us
819439,The Lustral Mug,Bilge Pump,the lustral mug bilge pump,us
294737,Working For The Corporation,M,working for the corporation m,us
443577,Batucada Maneira (Ennio Styles Edit Mix),Grupo Batuque,batucada maneira (ennio styles edit mix) grupo batuque,us
128410,A05 So Takahasi_ Akrobatic_ Foxy Brown/Baby Cham -  Serranita_ Froggy_ Maffe Rhythm,DJ Rupture,a05 so takahasi_ akrobatic_ foxy brown/baby cham -  serranita_ froggy_ maffe rhythm dj rupture,us
191816,Gonna Hitchhike Down to Cincinnati & Kick the S**t Outta Your Drunk Daddy,Nashville Pussy,gonna hitchhike down to cincinnati & kick the s**t outta your drunk daddy nashville pussy,us
338282,A Caminar,Guadalupe Pineda,a caminar guadalupe pineda,es
478499,I'm Looking Over A Four Leaf Clover,Lalo Schifrin,i'm looking over a four leaf clover lalo schifrin,us
522585,The Mermaid Song,Cab Calloway,the mermaid song cab calloway,us
168548,Premature Burial (Album Version),Malevolent Creation,premature burial (album version) malevolent creation,us
968220,Ambi-Groove (Euro/Asia Bass Mix),Beat Dominator,ambi-groove (euro/asia bass mix) beat dominator,us
859754,For No One,Korn,for no one korn,us
658171,Please The Masses,Hammerhead,please the masses hammerhead,us
995654,J'veux m'en aller,Koriass,j'veux m'en aller koriass,us
287371,Quintet in C Major_ Op. 163_ D. 956/I.  Allegro ma non troppo,Yo-Yo Ma;Cleveland Quartet,quintet in c major_ op. 163_ d. 956/i.  allegro ma non troppo yo-yo ma;cleveland quartet,es
521954,La Tarde,Barbarito Diez,la tarde barbarito diez,es
235745,First Computer Piece (Backwards),Lee Ranaldo,first computer piece (backwards) lee ranaldo,us
195689,Sleep,Novadriver,sleep novadriver,us
95555,Lounger,Dogs Die In Hot Cars,lounger dogs die in hot cars,us
980747,The Source (Tone-Mix),High Tone,the source (tone-mix) high tone,us
41373,The Boss' Girl,Rapider Than Horsepower,the boss' girl rapider than horsepower,us
752070,Frustrated,The Knack,frustrated the knack,us
495047,Until I Met You (PA Version),Mest,until i met you (pa version) mest,us
875457,Bed Of Rose,Easy Star All-Stars,bed of rose easy star all-stars,us
490093,L'arme pour changer (feat. Ibrah),Medine,l'arme pour changer (feat. ibrah) medine,us
459488,A Fishing Tale (Single Edit),The Grapes Of Wrath,a fishing tale (single edit) the grapes of wrath,us
131337,Healing Hands,Ken Navarro,healing hands ken navarro,us
77606,Pulverturm 3.0,Niels van Gogh vs. Eniac,pulverturm 3.0 niels van gogh vs. eniac,us
219350,Love Cradle,Sacral Reason,love cradle sacral reason,us
4787,Zoccoli,Povia,zoccoli povia,it
435495,All That's Here,Arid,all that's here arid,us
232949,Intro,Slim,intro slim,us
83772,Little Game,Addictiv,little game addictiv,us
239546,Sitting On Top Of The World,Howlin' Wolf,sitting on top of the world howlin' wolf,us
923556,Springtime,Feeding Like Butterflies,springtime feeding like butterflies,us
587820,Know God,Vickie Winans,know god vickie winans,us
218930,Doris,Dirty Three,doris dirty three,us
59351,Bitter Sweet,Johan Östberg,bitter sweet johan östberg,us
970274,Big Fun,S Club 8,big fun s club 8,us
324005,Foto Box,Reggae National Tickets,foto box reggae national tickets,us
958401,Dem!,Inverse Cinematics,dem! inverse cinematics,us
628472,Felonies (Amended Version),Boyz N Da Hood,felonies (amended version) boyz n da hood,us
258350,Sommermond,Cool Kids - Laura Zita,sommermond cool kids - laura zita,it
84953,Al Borde (2008 Digital Remaster),Upa!,al borde (2008 digital remaster) upa!,us
851312,Medley (Live 1997),Bee Gees,medley (live 1997) bee gees,us
774262,I Play Chicken With The Train [Barn Dance Mix],Cowboy Troy,i play chicken with the train [barn dance mix] cowboy troy,us
407435,1_2_3 Keep The Spirit Alive (Special D. Remix),Jan Wayne,1_2_3 keep the spirit alive (special d. remix) jan wayne,us
